symbol,GeneID_dog,name_dog,GeneID_human,name_human
GOT1,486834.0,glutamic-oxaloacetic transaminase 1,2805,glutamic-oxaloacetic transaminase 1
ABCC2,403632.0,ATP binding cassette subfamily C member 2,1244,ATP binding cassette subfamily C member 2
KCNIP2,403598.0,potassium voltage-gated channel interacting protein 2,30819,potassium voltage-gated channel interacting protein 2
MIR146B,100886126.0,microRNA 146b,574447,microRNA 146b
ACTR1A,403791.0,ARP1 actin related protein 1 homolog A,10121,actin related protein 1A
MIR1307,100886049.0,microRNA 1307,100302174,microRNA 1307
ADRB1,493972.0,adrenoceptor beta 1,153,adrenoceptor beta 1
PNLIPRP1,404010.0,pancreatic lipase related protein 1,5407,pancreatic lipase related protein 1
PNLIPRP1,404010.0,pancreatic lipase related protein 1,5407,pancreatic lipase related protein 1
PRDX3,477839.0,peroxiredoxin 3,10935,peroxiredoxin 3
MCMBP,612966.0,minichromosome maintenance complex binding protein,79892,minichromosome maintenance complex binding protein
FGFR2,415125.0,fibroblast growth factor receptor 2,2263,fibroblast growth factor receptor 2
MGMT,442978.0,O-6-methylguanine-DNA methyltransferase,4255,O-6-methylguanine-DNA methyltransferase
INPP5A,403937.0,inositol polyphosphate-5-phosphatase A,3632,inositol polyphosphate-5-phosphatase A
MIR202,100885985.0,microRNA 202,574448,microRNA 202
CYP2E1,415128.0,"cytochrome P450, family 2, subfamily E, polypeptide 1",1571,cytochrome P450 family 2 subfamily E member 1
PRKDC,474176.0,"protein kinase, DNA-activated, catalytic polypeptide",5591,"protein kinase, DNA-activated, catalytic subunit"
UBE2V2,608470.0,ubiquitin-conjugating enzyme E2 variant 2,7336,ubiquitin conjugating enzyme E2 V2
SNAI2,486940.0,snail family transcriptional repressor 2,6591,snail family transcriptional repressor 2
OPRK1,486951.0,opioid receptor kappa 1,4986,opioid receptor kappa 1
RP1,403565.0,"RP1, axonemal microtubule associated",6101,RP1 axonemal microtubule associated
RAB2A,404009.0,"RAB2A, member RAS oncogene family",5862,"RAB2A, member RAS oncogene family"
ASPH,403846.0,aspartate beta-hydroxylase,444,aspartate beta-hydroxylase
MIR124-2,100885914.0,microRNA 124-2,406908,microRNA 124-2
CRH,486977.0,corticotropin releasing hormone,1392,corticotropin releasing hormone
SGK3,486981.0,"serum/glucocorticoid regulated kinase family, member 3",23678,serum/glucocorticoid regulated kinase family member 3
SULF1,486986.0,sulfatase 1,23213,sulfatase 1
TRAM1,403948.0,translocation associated membrane protein 1,23471,translocation associated membrane protein 1
KCNB2,403925.0,potassium voltage-gated channel subfamily B member 2,9312,potassium voltage-gated channel subfamily B member 2
RPL7,477912.0,ribosomal protein L7,6129,ribosomal protein L7
IL7,751768.0,interleukin 7,3574,interleukin 7
HEY1,403420.0,hes related family bHLH transcription factor with YRPW motif 1,23462,hes related family bHLH transcription factor with YRPW motif 1
CA1,487031.0,carbonic anhydrase 1,759,carbonic anhydrase 1
CA3,487032.0,carbonic anhydrase 3,761,carbonic anhydrase 3
CA2,477928.0,carbonic anhydrase 2,760,carbonic anhydrase 2
CNGB3,403554.0,cyclic nucleotide gated channel beta 3,54714,cyclic nucleotide gated channel subunit beta 3
SRP14,403930.0,signal recognition particle 14,6727,signal recognition particle 14
RAD51,403568.0,RAD51 recombinase,5888,RAD51 recombinase
JMJD7,100533116.0,jumonji domain containing 7,100137047,jumonji domain containing 7
PLA2G4B,487512.0,"phospholipase A2, group IVB (cytosolic)",100137049,phospholipase A2 group IVB
SERF2,478280.0,small EDRK-rich factor 2,10169,small EDRK-rich factor 2
B2M,100855741.0,beta-2-microglobulin,567,beta-2-microglobulin
B2M,100855741.0,beta-2-microglobulin,567,beta-2-microglobulin
DUOX1,403720.0,dual oxidase 1,53905,dual oxidase 1
GATM,414733.0,glycine amidinotransferase,2628,glycine amidinotransferase
FBN1,478293.0,fibrillin 1,2200,fibrillin 1
FGF7,403915.0,fibroblast growth factor 7,2252,fibroblast growth factor 7
CYP19A1,494003.0,"cytochrome P450, family 17, subfamily A, polypeptide 1",1588,cytochrome P450 family 19 subfamily A member 1
RAB27A,608699.0,"RAB27A, member RAS oncogene family",5873,"RAB27A, member RAS oncogene family"
MIR628,100886028.0,microRNA 628,693213,microRNA 628
RAN,442976.0,"RAN, member RAS oncogene family",5901,"RAN, member RAS oncogene family"
ALDH1A2,478319.0,aldehyde dehydrogenase 1 family member A2,8854,aldehyde dehydrogenase 1 family member A2
LIPC,478320.0,"lipase C, hepatic type",3990,"lipase C, hepatic type"
CCNB2,478324.0,cyclin B2,9133,cyclin B2
ANXA2,403435.0,annexin A2,302,annexin A2
MIR190A,100886156.0,microRNA 190a,406965,microRNA 190a
OAZ2,478343.0,ornithine decarboxylase antizyme 2,4947,ornithine decarboxylase antizyme 2
RAB11A,403957.0,"RAB11A, member RAS oncogene family",8766,"RAB11A, member RAS oncogene family"
MAP2K1,478347.0,mitogen-activated protein kinase kinase 1,5604,mitogen-activated protein kinase kinase 1
RPL4,609491.0,ribosomal protein L4,6124,ribosomal protein L4
SMAD3,610902.0,SMAD family member 3,4088,SMAD family member 3
CLN6,497068.0,"CLN6, transmembrane ER protein",54982,CLN6 transmembrane ER protein
ANP32A,403534.0,acidic nuclear phosphoprotein 32 family member A,8125,acidic nuclear phosphoprotein 32 family member A
NOX5,487620.0,NADPH oxidase 5,79400,NADPH oxidase 5
UACA,403704.0,uveal autoantigen with coiled-coil domains and ankyrin repeats,55075,uveal autoantigen with coiled-coil domains and ankyrin repeats
CYP1A2,494010.0,"cytochrome P450, family 1, subfamily A, polypeptide 2",1544,cytochrome P450 family 1 subfamily A member 2
COX5A,478370.0,cytochrome c oxidase subunit Va,9377,cytochrome c oxidase subunit 5A
MIR631,100886029.0,microRNA 631,693216,microRNA 631
POU1F1,403753.0,POU class 1 homeobox 1,5449,POU class 1 homeobox 1
MIRLET7C,100886083.0,microRNA let-7c,406885,microRNA let-7c
MIR155,100885916.0,microRNA 155,406947,microRNA 155
APP,403407.0,amyloid beta precursor protein,351,amyloid beta precursor protein
SOD1,403559.0,superoxide dismutase 1,6647,superoxide dismutase 1
SYNJ1,478403.0,synaptojanin 1,8867,synaptojanin 1
SLC5A3,445542.0,solute carrier family 5 member 3,6526,solute carrier family 5 member 3
KCNE2,403471.0,potassium voltage-gated channel subfamily E regulatory subunit 2,9992,potassium voltage-gated channel subfamily E regulatory subunit 2
MIR802,100886032.0,microRNA 802,768219,microRNA 802
MX2,403744.0,MX dynamin like GTPase 2,4600,MX dynamin like GTPase 2
MX1,403745.0,MX dynamin like GTPase 1,4599,MX dynamin like GTPase 1
TFF3,403488.0,trefoil factor 3,7033,trefoil factor 3
TFF2,403489.0,trefoil factor 2,7032,trefoil factor 2
TFF1,403491.0,trefoil factor 1,7031,trefoil factor 1
UBASH3A,487779.0,ubiquitin associated and SH3 domain containing A,53347,ubiquitin associated and SH3 domain containing A
CRYAA,487786.0,crystallin alpha A,1409,crystallin alpha A
CXCL10,478432.0,chemokine (C-X-C motif) ligand 10,3627,C-X-C motif chemokine ligand 10
FGF5,608459.0,fibroblast growth factor 5,2250,fibroblast growth factor 5
MEPE,487851.0,matrix extracellular phosphoglycoprotein,56955,matrix extracellular phosphoglycoprotein
ABCG2,478472.0,ATP binding cassette subfamily G member 2 (Junior blood group),9429,ATP binding cassette subfamily G member 2 (JR blood group)
PIGY,487853.0,phosphatidylinositol glycan anchor biosynthesis class Y,84992,phosphatidylinositol glycan anchor biosynthesis class Y
PYURF,100996946.0,PIGY upstream reading frame,100996939,PIGY upstream open reading frame
HPGDS,478481.0,hematopoietic prostaglandin D synthase,27306,hematopoietic prostaglandin D synthase
BMPR1B,478484.0,bone morphogenetic protein receptor type 1B,658,bone morphogenetic protein receptor type 1B
ADH5,609781.0,"alcohol dehydrogenase 5 (class III), chi polypeptide",128,"alcohol dehydrogenase 5 (class III), chi polypeptide"
PPP3CA,403486.0,protein phosphatase 3 catalytic subunit alpha,5530,protein phosphatase 3 catalytic subunit alpha
NFKB1,442859.0,nuclear factor kappa B subunit 1,4790,nuclear factor kappa B subunit 1
BDH2,100855513.0,3-hydroxybutyrate dehydrogenase 2,56898,3-hydroxybutyrate dehydrogenase 2
TACR3,403814.0,tachykinin receptor 3,6870,tachykinin receptor 3
OSTC,477512.0,oligosaccharyltransferase complex non-catalytic subunit,58505,oligosaccharyltransferase complex non-catalytic subunit
RPL31,609530.0,ribosomal protein L31,6160,ribosomal protein L31
EGF,403657.0,epidermal growth factor,1950,epidermal growth factor
MIR367,100886109.0,microRNA 367,442912,microRNA 367
MIR302D,100885993.0,microRNA 302d,442896,microRNA 302d
MIR302A,100885991.0,microRNA 302a,407028,microRNA 302a
MIR302C,100886153.0,microRNA 302c,442895,microRNA 302c
MIR302B,100885992.0,microRNA 302b,442894,microRNA 302b
ARSJ,487909.0,arylsulfatase family member J,79642,arylsulfatase family member J
PDE5A,403825.0,phosphodiesterase 5A,8654,phosphodiesterase 5A
SENP7,487955.0,SUMO1/sentrin specific peptidase 7,57337,SUMO specific peptidase 7
NFKBIZ,478549.0,NFKB inhibitor zeta,64332,NFKB inhibitor zeta
ALCAM,478550.0,activated leukocyte cell adhesion molecule,214,activated leukocyte cell adhesion molecule
CD47,478552.0,CD47 molecule,961,CD47 molecule
MIR568,100886024.0,microRNA 568,693153,microRNA 568
B4GALT4,608143.0,"beta-1,4-galactosyltransferase 4",8702,"beta-1,4-galactosyltransferase 4"
CD80,403765.0,CD80 molecule,941,CD80 molecule
COX17,503668.0,"COX17 homolog, cytochrome c oxidase assembly protein (yeast)",10063,cytochrome c oxidase copper chaperone COX17
MIR6529,104796979.0,microRNA 6529,113839522,microRNA 6529
IQCB1,478582.0,IQ motif containing B1,9657,IQ motif containing B1
CD86,403764.0,CD86 molecule,942,CD86 molecule
CASR,488007.0,calcium sensing receptor,846,calcium sensing receptor
ADCY5,403859.0,adenylate cyclase 5,111,adenylate cyclase 5
FYTTD1,100856482.0,forty-two-three domain containing 1,84248,forty-two-three domain containing 1
TFRC,403703.0,transferrin receptor,7037,transferrin receptor
PPP1R2,478605.0,protein phosphatase 1 regulatory inhibitor subunit 2,5504,protein phosphatase 1 regulatory inhibitor subunit 2
TAS2R1,100271742.0,taste 2 receptor member 1,50834,taste 2 receptor member 1
SRD5A1,403716.0,steroid 5 alpha-reductase 1,6715,steroid 5 alpha-reductase 1
SLC6A3,609304.0,solute carrier family 6 member 3,6531,solute carrier family 6 member 3
SLC6A3,609304.0,solute carrier family 6 member 3,6531,solute carrier family 6 member 3
TERT,403412.0,telomerase reverse transcriptase,7015,telomerase reverse transcriptase
TRIP13,609426.0,thyroid hormone receptor interactor 13,9319,thyroid hormone receptor interactor 13
ABCC5,478648.0,ATP binding cassette subfamily C member 5,10057,ATP binding cassette subfamily C member 5
AP2M1,607139.0,adaptor related protein complex 2 mu 1 subunit,1173,adaptor related protein complex 2 subunit mu 1
CRYGS,607506.0,crystallin gamma S,1427,crystallin gamma S
ADIPOQ,403625.0,"adiponectin, C1Q and collagen domain containing",9370,"adiponectin, C1Q and collagen domain containing"
SST,403993.0,somatostatin,6750,somatostatin
BCL6,488124.0,B-cell CLL/lymphoma 6,604,BCL6 transcription repressor
MIR28,100885919.0,microRNA 28,407020,microRNA 28
IL12A,403977.0,interleukin 12A,3592,interleukin 12A
MIR15B,100886051.0,microRNA 15b,406949,microRNA 15b
MIR16-2,100886128.0,microRNA 16-2,406951,microRNA 16-2
BCHE,488143.0,butyrylcholinesterase,590,butyrylcholinesterase
MIR551B,100886100.0,microRNA 551b,693136,microRNA 551b
GHSR,100101479.0,growth hormone secretagogue receptor,2693,growth hormone secretagogue receptor
TNFSF10,100174780.0,TNF superfamily member 10,8743,TNF superfamily member 10
SSR1,403951.0,signal sequence receptor subunit 1,6745,signal sequence receptor subunit 1
EDN1,403424.0,endothelin 1,1906,endothelin 1
SIRT5,478726.0,sirtuin 5,23408,sirtuin 5
NHLRC1,474161.0,NHL repeat containing E3 ubiquitin protein ligase 1,378884,NHL repeat containing E3 ubiquitin protein ligase 1
TPMT,403536.0,thiopurine S-methyltransferase,7172,thiopurine S-methyltransferase
CDKAL1,488240.0,CDK5 regulatory subunit associated protein 1 like 1,54901,CDK5 regulatory subunit associated protein 1 like 1
PRL,488241.0,prolactin,5617,prolactin
GPX6,488328.0,glutathione peroxidase 6,257202,glutathione peroxidase 6
GPX6,488328.0,glutathione peroxidase 6,257202,glutathione peroxidase 6
GPX5,403877.0,glutathione peroxidase 5,2880,glutathione peroxidase 5
GPX5,403877.0,glutathione peroxidase 5,2880,glutathione peroxidase 5
GCG,403571.0,glucagon,2641,glucagon
ABCB11,488390.0,ATP binding cassette subfamily B member 11,8647,ATP binding cassette subfamily B member 11
ABCB11,488390.0,ATP binding cassette subfamily B member 11,8647,ATP binding cassette subfamily B member 11
GAD1,478794.0,glutamate decarboxylase 1,2571,glutamate decarboxylase 1
CHRNA1,403757.0,cholinergic receptor nicotinic alpha 1 subunit,1134,cholinergic receptor nicotinic alpha 1 subunit
MIR10B,100886149.0,microRNA 10b,406903,microRNA 10b
PDE1A,403652.0,phosphodiesterase 1A,5136,phosphodiesterase 1A
ZC3H15,478831.0,zinc finger CCCH-type containing 15,55854,zinc finger CCCH-type containing 15
TFPI,403921.0,tissue factor pathway inhibitor,7035,tissue factor pathway inhibitor
MSTN,403433.0,myostatin,2660,myostatin
CASP8,488473.0,caspase 8,841,caspase 8
SUMO1,478874.0,small ubiquitin-like modifier 1,7341,small ubiquitin like modifier 1
CD28,403646.0,CD28 molecule,940,CD28 molecule
CTLA4,403696.0,cytotoxic T-lymphocyte associated protein 4,1493,cytotoxic T-lymphocyte associated protein 4
ICOS,403456.0,inducible T-cell costimulator,29851,inducible T cell costimulator
CRYGD,488495.0,"crystallin, gamma D",1421,crystallin gamma D
CRYGD,488495.0,"crystallin, gamma D",1421,crystallin gamma D
CRYGB,488497.0,crystallin gamma B,1419,crystallin gamma B
CRYGA,488498.0,"crystallin, gamma A",1418,crystallin gamma A
PECR,478901.0,peroxisomal trans-2-enoyl-CoA reductase,55825,peroxisomal trans-2-enoyl-CoA reductase
CXCR2,478905.0,C-X-C motif chemokine receptor 2,3579,C-X-C motif chemokine receptor 2
AAMP,478908.0,angio associated migratory cell protein,14,angio associated migratory cell protein
SLC11A1,478909.0,solute carrier family 11 member 1,6556,solute carrier family 11 member 1
MIR26B,100885922.0,microRNA 26b,407017,microRNA 26b
USP37,488523.0,ubiquitin specific peptidase 37,57695,ubiquitin specific peptidase 37
MIR375,100886000.0,microRNA 375,494324,microRNA 375
DES,497091.0,desmin,1674,desmin
SPEG,478924.0,SPEG complex locus,10290,striated muscle enriched protein kinase
SLC4A3,488542.0,solute carrier family 4 member 3,6508,solute carrier family 4 member 3
CLN8,488558.0,"CLN8, transmembrane ER and ERGIC protein",2055,CLN8 transmembrane ER and ERGIC protein
CLN8,488558.0,"CLN8, transmembrane ER and ERGIC protein",2055,CLN8 transmembrane ER and ERGIC protein
OPTC,403591.0,opticin,26254,opticin
REN,403838.0,renin,5972,renin
DSTYK,478942.0,dual serine/threonine and tyrosine protein kinase,25778,dual serine/threonine and tyrosine protein kinase
MIR135B,100885983.0,microRNA 135b,442891,microRNA 135b
EIF2D,478951.0,eukaryotic translation initiation factor 2D,1939,eukaryotic translation initiation factor 2D
CDC73,478955.0,cell division cycle 73,79577,cell division cycle 73
MIR215,100885987.0,microRNA 215,406997,microRNA 215
MGST3,609050.0,microsomal glutathione S-transferase 3,4259,microsomal glutathione S-transferase 3
APOA2,478982.0,apolipoprotein A2,336,apolipoprotein A2
FCER1G,403798.0,Fc fragment of IgE receptor Ig,2207,Fc epsilon receptor Ig
NECTIN4,609931.0,nectin cell adhesion molecule 4,81607,nectin cell adhesion molecule 4
SLAMF1,403642.0,signaling lymphocytic activation molecule family member 1,6504,signaling lymphocytic activation molecule family member 1
NCSTN,488638.0,nicastrin,23385,nicastrin
SLAMF9,100684400.0,SLAM family member 9,89886,SLAM family member 9
CRP,488629.0,C-reactive protein,1401,C-reactive protein
FCER1A,478970.0,Fc fragment of IgE receptor Ia,2205,Fc epsilon receptor Ia
FCER1A,478970.0,Fc fragment of IgE receptor Ia,2205,Fc epsilon receptor Ia
OR6N1,488618.0,"olfactory receptor, family 6, subfamily N, member 1",128372,olfactory receptor family 6 subfamily N member 1
OR6P1,610594.0,"olfactory receptor, family 6, subfamily P, member 1",128366,olfactory receptor family 6 subfamily P member 1
OR10K2,488611.0,"olfactory receptor, family 10, subfamily K, member 2",391107,olfactory receptor family 10 subfamily K member 2
CD1B,100174779.0,CD1b molecule,910,CD1b molecule
CD1C,488609.0,CD1c molecule,911,CD1c molecule
TLR5,488605.0,toll like receptor 5,7100,toll like receptor 5
SHOX,491706.0,short stature homeobox,6473,SHOX homeobox
SHOX,491706.0,short stature homeobox,6473,SHOX homeobox
ARSH,491720.0,arylsulfatase family member H,347527,arylsulfatase family member H
TLR7,491743.0,toll like receptor 7,51284,toll like receptor 7
RAB9A,403947.0,"RAB9A, member RAS oncogene family",9367,"RAB9A, member RAS oncogene family"
ACE2,480847.0,angiotensin I converting enzyme 2,59272,angiotensin converting enzyme 2
RPL18,480848.0,ribosomal protein L18 pseudogene,6141,ribosomal protein L18
ARX,608251.0,aristaless related homeobox,170302,aristaless related homeobox
MAGEB10,403710.0,"melanoma antigen family B, 10",139422,MAGE family member B10
DMD,606758.0,dystrophin,1756,dystrophin
TMEM47,403572.0,transmembrane protein 47,83604,transmembrane protein 47
CYBB,491825.0,"cytochrome b-245, beta polypeptide (chronic granulomatous disease)",1536,cytochrome b-245 beta chain
DYNLT3,403505.0,dynein light chain Tctex-type 3,6990,dynein light chain Tctex-type 3
RPGR,403726.0,retinitis pigmentosa GTPase regulator,6103,retinitis pigmentosa GTPase regulator
MAOA,403450.0,monoamine oxidase A,4128,monoamine oxidase A
MAOB,403451.0,monoamine oxidase B,4129,monoamine oxidase B
KDM6A,491845.0,lysine demethylase 6A,7403,lysine demethylase 6A
MIR221,100885972.0,microRNA 221,407006,microRNA 221
MIR222,100886095.0,microRNA 222,407007,microRNA 222
USP11,404014.0,ubiquitin specific peptidase 11,8237,ubiquitin specific peptidase 11
TIMP1,403816.0,TIMP metallopeptidase inhibitor 1,7076,TIMP metallopeptidase inhibitor 1
GLOD5,480905.0,glyoxalase domain containing 5,392465,glyoxalase domain containing 5
SLC35A2,403595.0,solute carrier family 35 member A2,7355,solute carrier family 35 member A2
SLC35A2,403595.0,solute carrier family 35 member A2,7355,solute carrier family 35 member A2
FOXP3,491876.0,forkhead box P3,50943,forkhead box P3
MIR532,100885973.0,microRNA 532,693124,microRNA 532
MIR188,100886068.0,microRNA 188,406964,microRNA 188
MIR362,100886098.0,microRNA 362,574030,microRNA 362
MIR660,100886061.0,microRNA 660,724030,microRNA 660
MIR502,100886147.0,microRNA 502,574504,microRNA 502
CCNB3,449494.0,cyclin B3,85417,cyclin B3
CCNB3,449494.0,cyclin B3,85417,cyclin B3
KDM5C,491894.0,lysine demethylase 5C,8242,lysine demethylase 5C
MIR98,100886146.0,microRNA 98,407054,microRNA 98
MIR1468,104796459.0,microRNA 1468,100302115,microRNA 1468
MIR223,100886152.0,microRNA 223,407008,microRNA 223
AR,403588.0,androgen receptor,367,androgen receptor
EDA,491935.0,ectodysplasin A,1896,ectodysplasin A
MIR676,100886187.0,microRNA 676,100500887,microRNA 676
IL2RG,403851.0,interleukin 2 receptor subunit gamma,3561,interleukin 2 receptor subunit gamma
CXCR3,491952.0,C-X-C motif chemokine receptor 3,2833,C-X-C motif chemokine receptor 3
RPS4X,403893.0,"ribosomal protein S4, X-linked",6191,ribosomal protein S4 X-linked
MIR421,100885971.0,microRNA 421,693122,microRNA 421
MIR374B,100886177.0,microRNA 374b,100126317,microRNA 374b
MIR545,100886180.0,microRNA 545,664614,microRNA 545
MIR374A,100885970.0,microRNA 374a,442919,microRNA 374a
MIR384,100886092.0,microRNA 384,494333,microRNA 384
MIR325,100886015.0,microRNA 325,442899,microRNA 325
MIR361,100885969.0,microRNA 361,494323,microRNA 361
TIMM8A,480986.0,translocase of inner mitochondrial membrane 8A,1678,translocase of inner mitochondrial membrane 8A
ARMCX1,100856201.0,"armadillo repeat containing, X-linked 1",51309,armadillo repeat containing X-linked 1
BEX4,492030.0,brain expressed X-linked 4,56271,brain expressed X-linked 4
PLP1,481002.0,proteolipid protein 1,5354,proteolipid protein 1
CLDN2,403649.0,claudin 2,9075,claudin 2
COL4A5,403466.0,collagen type IV alpha 5 chain,1287,collagen type IV alpha 5 chain
MIR652,100885964.0,microRNA 652,724022,microRNA 652
HTR2C,450240.0,5-hydroxytryptamine receptor 2C,3358,5-hydroxytryptamine receptor 2C
MIR764,100886168.0,microRNA 764,100313838,microRNA 764
MIR448,100885867.0,microRNA 448,554212,microRNA 448
IL13RA2,403622.0,interleukin 13 receptor subunit alpha 2,3598,interleukin 13 receptor subunit alpha 2
PGRMC1,481029.0,progesterone receptor membrane component 1,10857,progesterone receptor membrane component 1
XIAP,442989.0,X-linked inhibitor of apoptosis,331,X-linked inhibitor of apoptosis
SLC25A14,612910.0,solute carrier family 25 member 14,9016,solute carrier family 25 member 14
MIR363,100886145.0,microRNA 363,574031,microRNA 363
MIR20B,100885976.0,microRNA 20b,574032,microRNA 20b
MIR18B,100885977.0,microRNA 18b,574033,microRNA 18b
MIR106A,100885967.0,microRNA 106a,406899,microRNA 106a
HPRT1,442945.0,hypoxanthine phosphoribosyltransferase 1,3251,hypoxanthine phosphoribosyltransferase 1
MIR450B,100885966.0,microRNA 450b,100126302,microRNA 450b
MIR542,100886144.0,microRNA 542,664617,microRNA 542
MIR503,100886091.0,microRNA 503,574506,microRNA 503
MIR424,100885965.0,microRNA 424,494336,microRNA 424
PLAC1,100683010.0,placenta specific 1,10761,placenta enriched 1
HTATSF1,481062.0,HIV-1 Tat specific factor 1,27336,HIV-1 Tat specific factor 1
CD40LG,403468.0,CD40 ligand,959,CD40 ligand
MIR504,100886020.0,microRNA 504,574507,microRNA 504
F9,404015.0,coagulation factor IX,2158,coagulation factor IX
MIR505,100886021.0,microRNA 505,574508,microRNA 505
MIR506,104797011.0,microRNA 506,574511,microRNA 506
IDS,492194.0,iduronate 2-sulfatase,3423,iduronate 2-sulfatase
MIR2114,104797012.0,microRNA 2114,100313839,microRNA 2114
VMA21,481074.0,"VMA21, vacuolar ATPase assembly factor",203547,vacuolar ATPase assembly factor VMA21
MIR224,100886060.0,microRNA 224,407009,microRNA 224
MIR452,100886016.0,microRNA 452,574412,microRNA 452
BGN,403905.0,biglycan,633,biglycan
SSR4,481082.0,signal sequence receptor subunit 4,6748,signal sequence receptor subunit 4
AVPR2,403804.0,arginine vasopressin receptor 2,554,arginine vasopressin receptor 2
MIR718,100886038.0,microRNA 718,100313781,microRNA 718
OPN1LW,403778.0,"opsin 1 (cone pigments), long-wave-sensitive",5956,"opsin 1, long wave sensitive"
GDI1,403819.0,GDP dissociation inhibitor 1,2664,GDP dissociation inhibitor 1
MPP1,612626.0,membrane palmitoylated protein 1,4354,MAGUK p55 scaffold protein 1
F8,403875.0,coagulation factor VIII,2157,coagulation factor VIII
FUNDC2,613014.0,FUN14 domain containing 2,65991,FUN14 domain containing 2
CLIC2,492270.0,chloride intracellular channel 2,1193,chloride intracellular channel 2
FN3KRP,480821.0,fructosamine 3 kinase related protein,79672,fructosamine 3 kinase related protein
NPC1L1,610398.0,NPC1 like intracellular cholesterol transporter 1,29881,NPC1 like intracellular cholesterol transporter 1
TAAR5,483989.0,trace amine associated receptor 5,9038,trace amine associated receptor 5
NPC1L1,610398.0,NPC1 like intracellular cholesterol transporter 1,29881,NPC1 like intracellular cholesterol transporter 1
MIR133B,100885979.0,microRNA 133b,442890,microRNA 133b
MT1E,403800.0,metallothionein 1E,4493,metallothionein 1E
